NIIN,PLANT,COND CODE,QTY,COG,IM Name,LRC
016475897,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ANDREW PICKENS,BE1
016467011,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,DENE BRASWELL,BB5
016469241,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,MICHELE HARRIS,BA1
016239204,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,MICHELE HARRIS,BA1
015218201,MG4-MARINE DEPOT MAINTENANCE COMMA,A,2,7S,ANDREW PICKENS,BE1
016239204,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,MICHELE HARRIS,BA1
016218748,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BG3
016475897,MG4-MARINE DEPOT MAINTENANCE COMMA,F,1,7S,ANDREW PICKENS,BE1
016902250,BY6-W1A8 DLA DIST-TOBYANNA,K,1,7S,KATHERINE L CHILDERS,BG2
015783504,MG4-MARINE DEPOT MAINTENANCE COMMA,D,2,7S,ROOSEVELT KEARNEY,BD1
016211709,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,DENE BRASWELL,BB5
011418141,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,JESSE ESPINOZA,BA4
015596068,SDA-DLA DISTRIBUTION ALBANY,A,250,7S,JESSE ESPINOZA,BA3
011423769,SDA-DLA DISTRIBUTION ALBANY,B,13,7S,JESSE ESPINOZA,BA4
012739861,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,BRIDGETT SHEALY,BH4
200062296,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ANDREW PICKENS,BE1
015867693,SDA-DLA DISTRIBUTION ALBANY,L,1,7S,BRIDGETT SHEALY,BH4
011406067,SDA-DLA DISTRIBUTION ALBANY,F,13,7S,JESSE ESPINOZA,BA4
014729149,SDA-DLA DISTRIBUTION ALBANY,H,5,7S,JESSE ESPINOZA,BM3
015681160,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,ROOSEVELT KEARNEY,BD2
015596074,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,JESSE ESPINOZA,BA3
994887463,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,ANDREW PICKENS,BE2
015052803,SDA-DLA DISTRIBUTION ALBANY,A,16,7S,ANDREW PICKENS,BE1
016674175,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,KATHERINE L CHILDERS,BG2
011416001,AN5-W1A8 DLA DISTRIBUTION,F,2,7S,JESSE ESPINOZA,BA4
015919807,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BK2
015702781,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,BRIDGETT SHEALY,BH4
015943335,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,BRIDGETT SHEALY,BH4
015980922,LN1-RAYTHEON COMPANY,F,2,7S,MICHELE HARRIS,BA1
015980922,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,MICHELE HARRIS,BA1
992979085,SG2-DLA DISTRIBUTION BARTSOW,F,6,7S,ANDREW PICKENS,BE2
015084076,SG2-DLA DISTRIBUTION BARTSOW,A,6,7S,BRIDGETT SHEALY,BH1
200058054,MG4-MARINE DEPOT MAINTENANCE COMMA,A,45,7S,MICHELE HARRIS,BC1
016599104,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,BA1
016306877,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,ROOSEVELT KEARNEY,BD1
016786199,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,KATHERINE L CHILDERS,BJ2
011406008,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA4
014804875,BY6-W1A8 DLA DIST-TOBYANNA,F,6,7S,JESSE ESPINOZA,OBL
011429222,MG4-MARINE DEPOT MAINTENANCE COMMA,F,3,7S,JESSE ESPINOZA,BA4
200051801,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
014870979,MAB-MARINE CORPS LOGISTICS BASE,F,54,7S,MICHELE HARRIS,BC1
014615307,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,JESSE ESPINOZA,BA3
011385073,SDA-DLA DISTRIBUTION ALBANY,K,25,7S,BRIDGETT SHEALY,BH1
015306121,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,MICHELE HARRIS,BC1
015967910,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
011385073,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,BRIDGETT SHEALY,BH1
016239204,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,MICHELE HARRIS,BA1
015876137,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
015790876,SDA-DLA DISTRIBUTION ALBANY,K,3,7S,MICHELE HARRIS,BA1
011418997,SDA-DLA DISTRIBUTION ALBANY,F,18,7S,JESSE ESPINOZA,BA4
016028367,MF5-,F,1,7S,JESSE ESPINOZA,BA3
016875088,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB6
016731471,SDA-DLA DISTRIBUTION ALBANY,F,35,7S,MICHELE HARRIS,BC3
016598724,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,MICHELE HARRIS,BA1
016212732,SDA-DLA DISTRIBUTION ALBANY,F,12,7S,DENE BRASWELL,BB5
150271151,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,BRIDGETT SHEALY,BH1
015598817,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,ANDREW PICKENS,BE1
013879939,SDA-DLA DISTRIBUTION ALBANY,A,31,7S,BRIDGETT SHEALY,BH1
016510655,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BK1
011418161,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,JESSE ESPINOZA,BA4
015694274,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,JESSE ESPINOZA,BM1
015950519,SDA-DLA DISTRIBUTION ALBANY,F,51,7S,MICHELE HARRIS,BC1
015921776,SDA-DLA DISTRIBUTION ALBANY,A,20,7S,JESSE ESPINOZA,BM4
014900312,SDA-DLA DISTRIBUTION ALBANY,A,27,7S,BRIDGETT SHEALY,BH1
015791462,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,MICHELE HARRIS,BA1
150270889,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,BRIDGETT SHEALY,BH1
016533190,MG4-MARINE DEPOT MAINTENANCE COMMA,F,1,7S,ROOSEVELT KEARNEY,BD2
011433488,SDA-DLA DISTRIBUTION ALBANY,A,17,7S,JESSE ESPINOZA,BA4
200051639,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ANDREW PICKENS,BE1
011426774,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,JESSE ESPINOZA,BA4
011426778,SDA-DLA DISTRIBUTION ALBANY,J,2,7S,JESSE ESPINOZA,BA4
011406066,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,JESSE ESPINOZA,BA4
011426789,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,JESSE ESPINOZA,BA4
015967910,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ANDREW PICKENS,BE1
015790876,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,MICHELE HARRIS,BA1
014927468,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ROOSEVELT KEARNEY,BD2
012018299,SDA-DLA DISTRIBUTION ALBANY,F,20,7S,DENE BRASWELL,BF1
015921355,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG2
015491507,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BF2
011089786,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,BRIDGETT SHEALY,BH1
015594037,SDA-DLA DISTRIBUTION ALBANY,F,33,7S,JESSE ESPINOZA,BA3
015029262,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ROOSEVELT KEARNEY,BD1
015589972,BY6-W1A8 DLA DIST-TOBYANNA,F,16,7S,MICHELE HARRIS,BC1
015683812,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ROOSEVELT KEARNEY,BD1
015589420,SG2-DLA DISTRIBUTION BARTSOW,F,7,7S,ANDREW PICKENS,BE1
015103340,SDA-DLA DISTRIBUTION ALBANY,A,58,7S,ANDREW PICKENS,BE1
200062119,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
016264536,BY6-W1A8 DLA DIST-TOBYANNA,H,4,1S,ANDREW PICKENS,C99
011418161,SDA-DLA DISTRIBUTION ALBANY,A,30,7S,JESSE ESPINOZA,BA4
014963523,MAB-MARINE CORPS LOGISTICS BASE,P,18,7S,MICHELE HARRIS,BC2
200058054,MG4-MARINE DEPOT MAINTENANCE COMMA,M,1,7S,MICHELE HARRIS,BC1
014963523,BY6-W1A8 DLA DIST-TOBYANNA,K,5,7S,MICHELE HARRIS,BC2
015012617,SDA-DLA DISTRIBUTION ALBANY,A,24,7S,JESSE ESPINOZA,BA3
015924885,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,BRIDGETT SHEALY,BH1
015420903,BY6-W1A8 DLA DIST-TOBYANNA,H,5,7S,JESSE ESPINOZA,BA3
014925307,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
013652725,BY6-W1A8 DLA DIST-TOBYANNA,H,1,7S,MICHELE HARRIS,BC1
014175217,SDA-DLA DISTRIBUTION ALBANY,A,49,7S,JESSE ESPINOZA,BA3
013652725,BY6-W1A8 DLA DIST-TOBYANNA,K,2,7S,MICHELE HARRIS,BC1
011521945,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,DENE BRASWELL,BB1
015662804,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,ANDREW PICKENS,BE1
016208076,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ROOSEVELT KEARNEY,BD2
011436944,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,JESSE ESPINOZA,BA4
011426778,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,JESSE ESPINOZA,BA4
016137607,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ROOSEVELT KEARNEY,BD1
015648787,SDA-DLA DISTRIBUTION ALBANY,F,30,7S,MICHELE HARRIS,BA1
011420838,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,JESSE ESPINOZA,BA4
012579961,SDA-DLA DISTRIBUTION ALBANY,A,85,7S,BRIDGETT SHEALY,BH1
016646887,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,DENE BRASWELL,BB5
016680962,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,JESSE ESPINOZA,BM4
015924278,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,BRIDGETT SHEALY,BH1
014726681,SDA-DLA DISTRIBUTION ALBANY,A,20,7S,BRIDGETT SHEALY,BH1
016265327,MF5-,F,1,7S,BRIDGETT SHEALY,BH1
015740605,MF5-,F,1,7S,ANDREW PICKENS,BE1
016637523,MF5-,F,1,7S,DENE BRASWELL,BB5
016684120,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,MICHELE HARRIS,BC3
015660389,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ1
011413118,SDA-DLA DISTRIBUTION ALBANY,F,12,7S,JESSE ESPINOZA,BA4
014927089,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,DENE BRASWELL,BB6
015620852,MG4-MARINE DEPOT MAINTENANCE COMMA,F,3,7S,BRIDGETT SHEALY,BL6
011428169,SDA-DLA DISTRIBUTION ALBANY,A,27,7S,JESSE ESPINOZA,BA4
014925276,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ROOSEVELT KEARNEY,BD2
011419016,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA4
015419063,SDA-DLA DISTRIBUTION ALBANY,J,59,7S,ANDREW PICKENS,BE1
011406068,SDA-DLA DISTRIBUTION ALBANY,F,19,7S,JESSE ESPINOZA,BA4
016204982,SDA-DLA DISTRIBUTION ALBANY,J,1,7S,MICHELE HARRIS,BA1
015049667,LN1-RAYTHEON COMPANY,A,1,7S,ANDREW PICKENS,BE1
011426774,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,JESSE ESPINOZA,BA4
013652725,BY6-W1A8 DLA DIST-TOBYANNA,F,72,7S,MICHELE HARRIS,BC1
014925675,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,ROOSEVELT KEARNEY,BD2
010721532,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BG3
015853684,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BJ1
015981874,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,BRIDGETT SHEALY,BH1
015084076,SG2-DLA DISTRIBUTION BARTSOW,Q,3,7S,BRIDGETT SHEALY,BH1
016599102,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,MICHELE HARRIS,BA1
200051809,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
015427912,BY6-W1A8 DLA DIST-TOBYANNA,F,1,7S,JESSE ESPINOZA,BA3
016275690,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,MICHELE HARRIS,BA1
011996319,SDA-DLA DISTRIBUTION ALBANY,F,24,7S,BRIDGETT SHEALY,BH1
011419018,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,JESSE ESPINOZA,BA4
015536111,SDA-DLA DISTRIBUTION ALBANY,F,196,7S,BRIDGETT SHEALY,BH1
015360008,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,KATHERINE L CHILDERS,BG1
016898943,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BK2
016650821,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,BC1
016144913,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,BA1
015924787,LN1-RAYTHEON COMPANY,A,2,7S,BRIDGETT SHEALY,BH1
014958700,MG4-MARINE DEPOT MAINTENANCE COMMA,F,2,7S,ANDREW PICKENS,BE1
015842774,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200051818,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200051813,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ANDREW PICKENS,BE1
015087064,SDA-DLA DISTRIBUTION ALBANY,A,22,7S,ANDREW PICKENS,BE1
200051817,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200051644,SG2-DLA DISTRIBUTION BARTSOW,A,6,7S,ANDREW PICKENS,BE1
200051644,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200051636,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
200062260,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,ANDREW PICKENS,BE1
200056540,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
200056555,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ANDREW PICKENS,BE1
200055384,SG2-DLA DISTRIBUTION BARTSOW,A,7,7S,ANDREW PICKENS,BE1
200051822,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,ANDREW PICKENS,BE1
200056543,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ANDREW PICKENS,BE1
200056542,SG2-DLA DISTRIBUTION BARTSOW,A,3,7S,ANDREW PICKENS,BE1
200051819,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
011406008,SDA-DLA DISTRIBUTION ALBANY,A,12,7S,JESSE ESPINOZA,BA4
015654472,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,JESSE ESPINOZA,BA3
014962745,SDF-DLA DISTRIBUTION NORFOLK VA,F,1,7S,ROOSEVELT KEARNEY,BD1
015805471,BY6-W1A8 DLA DIST-TOBYANNA,K,11,7S,MICHELE HARRIS,BC1
015584181,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ROOSEVELT KEARNEY,BD2
012579961,SG2-DLA DISTRIBUTION BARTSOW,A,3,7S,BRIDGETT SHEALY,BH1
015593985,BY6-W1A8 DLA DIST-TOBYANNA,F,1,7S,MICHELE HARRIS,BC2
011448667,SDA-DLA DISTRIBUTION ALBANY,A,19,7S,ANDREW PICKENS,BE1
016184602,SG2-DLA DISTRIBUTION BARTSOW,B,4,7S,ANDREW PICKENS,BE2
015679426,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ROOSEVELT KEARNEY,BD2
016473875,MUY-TRAFFIC MANAGEMENT OFFICER,A,1,7S,ANDREW PICKENS,BE2
016646887,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,DENE BRASWELL,BB5
016617075,SDA-DLA DISTRIBUTION ALBANY,F,10,7S,MICHELE HARRIS,BA1
016209209,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,ROOSEVELT KEARNEY,BD2
016637525,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,DENE BRASWELL,BB5
014440323,SDA-DLA DISTRIBUTION ALBANY,J,1,7S,MICHELE HARRIS,BC2
200062124,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ANDREW PICKENS,BE1
016104832,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BJ1
010692638,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BC1
010828114,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,KATHERINE L CHILDERS,BG3
014948534,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ROOSEVELT KEARNEY,BD2
015541735,SDA-DLA DISTRIBUTION ALBANY,G,39,7S,BRIDGETT SHEALY,BH1
011420926,BY6-W1A8 DLA DIST-TOBYANNA,A,1,7S,JESSE ESPINOZA,BA4
001184942,MG4-MARINE DEPOT MAINTENANCE COMMA,A,2,7S,BRIDGETT SHEALY,BH1
014962745,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ROOSEVELT KEARNEY,BD1
015012616,SDA-DLA DISTRIBUTION ALBANY,B,8,7S,JESSE ESPINOZA,BA3
016472803,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,MICHELE HARRIS,BA1
015623698,MG4-MARINE DEPOT MAINTENANCE COMMA,H,3,7S,ROOSEVELT KEARNEY,BD1
994904703,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,KATHERINE L CHILDERS,BG2
993009945,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BG2
016637525,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB5
016299675,SDA-DLA DISTRIBUTION ALBANY,F,23,7S,MICHELE HARRIS,BA1
015874725,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,MICHELE HARRIS,BC1
015240580,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ1
016231901,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,MICHELE HARRIS,BA1
016683774,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BC3
016156458,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,DENE BRASWELL,BB6
016205710,SDA-DLA DISTRIBUTION ALBANY,F,11,7S,ROOSEVELT KEARNEY,BD2
011417398,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,JESSE ESPINOZA,BA4
015044143,BY6-W1A8 DLA DIST-TOBYANNA,P,33,7S,MICHELE HARRIS,BC2
014615307,SDA-DLA DISTRIBUTION ALBANY,A,81,7S,JESSE ESPINOZA,BA3
015685666,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,ANDREW PICKENS,BE1
016421650,SDA-DLA DISTRIBUTION ALBANY,F,104,7S,JESSE ESPINOZA,BA3
015795012,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,JESSE ESPINOZA,BM4
015596055,SDC-,F,2,7S,MICHELE HARRIS,BC1
012579962,BA4-ARMY GENERAL SUPPLY LMP STOCK,F,1,7S,BRIDGETT SHEALY,BH1
015221216,SDA-DLA DISTRIBUTION ALBANY,F,15,7S,DENE BRASWELL,BB6
015384215,SDA-DLA DISTRIBUTION ALBANY,F,30,7S,BRIDGETT SHEALY,BH1
016041334,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE2
015681146,MG4-MARINE DEPOT MAINTENANCE COMMA,A,1,7S,ROOSEVELT KEARNEY,BD2
015852735,MAB-MARINE CORPS LOGISTICS BASE,D,29,7S,MICHELE HARRIS,BC2
015883576,SDA-DLA DISTRIBUTION ALBANY,F,105,7S,BRIDGETT SHEALY,BL6
015461330,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,JESSE ESPINOZA,BA4
015648787,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,MICHELE HARRIS,BA1
016471687,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,ANDREW PICKENS,BE1
015733394,SDA-DLA DISTRIBUTION ALBANY,F,25,7S,JESSE ESPINOZA,BA3
015077394,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ANDREW PICKENS,BE1
014870972,BY6-W1A8 DLA DIST-TOBYANNA,F,269,7S,MICHELE HARRIS,BC1
015450715,SDA-DLA DISTRIBUTION ALBANY,K,4,7S,JESSE ESPINOZA,BA4
015021319,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG3
015049671,SDA-DLA DISTRIBUTION ALBANY,A,23,7S,ANDREW PICKENS,BE1
014635541,BY6-W1A8 DLA DIST-TOBYANNA,K,5,7S,MICHELE HARRIS,CA1
015589423,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,ANDREW PICKENS,BE1
014726681,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,BRIDGETT SHEALY,BH1
011417401,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,JESSE ESPINOZA,BA4
011426789,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,JESSE ESPINOZA,BA4
011418140,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,JESSE ESPINOZA,BA4
015911804,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BJ3
016941888,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ1
011411133,SDA-DLA DISTRIBUTION ALBANY,A,20,7S,JESSE ESPINOZA,BA4
011418997,SDA-DLA DISTRIBUTION ALBANY,K,9,7S,JESSE ESPINOZA,BA4
015718970,SDA-DLA DISTRIBUTION ALBANY,J,3,7H,DENE BRASWELL,BB5
150273111,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,BRIDGETT SHEALY,BH1
150266568,SDA-DLA DISTRIBUTION ALBANY,L,1,7S,BRIDGETT SHEALY,BL5
200072359,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,MICHELE HARRIS,BC1
013976369,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ROOSEVELT KEARNEY,BD2
014900312,SG2-DLA DISTRIBUTION BARTSOW,A,35,7S,BRIDGETT SHEALY,BH1
016467012,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,DENE BRASWELL,BB5
015584181,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
016876814,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB5
016861319,SDA-DLA DISTRIBUTION ALBANY,F,10,7S,ROOSEVELT KEARNEY,BD1
011419017,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA4
014953321,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
150270893,SG2-DLA DISTRIBUTION BARTSOW,K,1,7S,BRIDGETT SHEALY,BH1
015209967,MAB-MARINE CORPS LOGISTICS BASE,P,2,7S,MICHELE HARRIS,BC2
015044143,MAB-MARINE CORPS LOGISTICS BASE,P,1,7S,MICHELE HARRIS,BC2
015256692,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,ANDREW PICKENS,BE1
015789775,"LC7-HARRIS CORP, RFCD",A,47,7S,MICHELE HARRIS,BC2
015876582,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,ROOSEVELT KEARNEY,BK1
011423646,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,JESSE ESPINOZA,BA4
016600804,SDA-DLA DISTRIBUTION ALBANY,A,12,7S,MICHELE HARRIS,BA1
200058054,SDA-DLA DISTRIBUTION ALBANY,K,24,7S,MICHELE HARRIS,BC1
015589427,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,ANDREW PICKENS,BE1
011439598,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,JESSE ESPINOZA,BA4
015206458,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,JESSE ESPINOZA,BM3
011457709,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,ANDREW PICKENS,BE1
013879939,SG2-DLA DISTRIBUTION BARTSOW,A,6,7S,BRIDGETT SHEALY,BH1
010922749,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,KATHERINE L CHILDERS,BG3
012579961,SDA-DLA DISTRIBUTION ALBANY,F,85,7S,BRIDGETT SHEALY,BH1
015364208,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,JESSE ESPINOZA,BM3
015527034,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,KATHERINE L CHILDERS,BG3
123874969,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,KATHERINE L CHILDERS,BJ3
016731854,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,MICHELE HARRIS,BC3
015904871,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,JESSE ESPINOZA,BM1
011418148,SDA-DLA DISTRIBUTION ALBANY,B,1,7S,JESSE ESPINOZA,BA4
015395347,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,BRIDGETT SHEALY,BH1
993009945,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG2
991846182,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ3
016205397,SDA-DLA DISTRIBUTION ALBANY,F,13,7S,ROOSEVELT KEARNEY,BD2
015368757,SG2-DLA DISTRIBUTION BARTSOW,F,1,7S,JESSE ESPINOZA,BM1
015883763,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BJ3
016184602,SDA-DLA DISTRIBUTION ALBANY,F,15,7S,ANDREW PICKENS,BE2
015596073,SDA-DLA DISTRIBUTION ALBANY,J,1,7S,JESSE ESPINOZA,BA3
014217497,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,ROOSEVELT KEARNEY,BD2
016194610,BY6-W1A8 DLA DIST-TOBYANNA,F,8,7S,JESSE ESPINOZA,OBL
013406082,SDA-DLA DISTRIBUTION ALBANY,F,33,7S,BRIDGETT SHEALY,BH4
015657817,SDA-DLA DISTRIBUTION ALBANY,A,54,7S,JESSE ESPINOZA,BM3
014870979,MAB-MARINE CORPS LOGISTICS BASE,A,302,7S,MICHELE HARRIS,BC1
015800482,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB6
999579171,SDA-DLA DISTRIBUTION ALBANY,F,95,7S,KATHERINE L CHILDERS,BG2
